,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
0,64,32,1,2,GoogleNet,conv1,295415,1723056.101159078,28
1,64,32,1,2,GoogleNet,conv2_3x3_reduce,80914,385410.277261312,28
2,64,32,1,2,GoogleNet,conv2_3x3,231837,1552015.963505152,42
3,64,32,1,2,GoogleNet,inception_3a_1x1,25218,128380.252080128,42
4,64,32,1,2,GoogleNet,inception_3a_3x3_reduce,34463,177236.811036672,63
5,32,64,1,2,GoogleNet,inception_3a_3x3,50357,363234.741412864,84
6,64,32,1,2,GoogleNet,inception_3a_5x5_reduce,11351,57828.95922483201,21
7,64,32,1,2,GoogleNet,inception_3a_5x5,15764,62576.24951552,1
8,64,32,1,2,GoogleNet,inception_3a_pool_proj,15974,79523.693123584,21
9,64,32,1,2,GoogleNet,inception_3b_1x1,46315,247273.324556288,112
10,64,32,1,2,GoogleNet,inception_3b_3x3_reduce,46315,247273.324556288,112
11,64,32,1,2,GoogleNet,inception_3b_3x3,91561,638257.756406784,21
12,64,32,1,2,GoogleNet,inception_3b_5x5_reduce,18308,92459.198329856,4
13,64,32,1,2,GoogleNet,inception_3b_5x5,36751,257750.653952,84
14,64,32,1,2,GoogleNet,inception_3b_pool_proj,27643,144142.70800076803,112
15,64,32,1,2,GoogleNet,inception_4a_1x1,21780,126323.55339648,6
16,32,32,2,2,GoogleNet,inception_4a_3x3_reduce,14948,78776.99437824001,15
17,64,32,1,2,GoogleNet,inception_4a_3x3,25448,171723.53677644802,7
18,32,32,2,2,GoogleNet,inception_4a_5x5_reduce,5671,33950.33978624,15
19,32,64,1,2,GoogleNet,inception_4a_5x5,7002,28113.02132672,1
20,32,32,2,2,GoogleNet,inception_4a_pool_proj,10064,56746.01417216001,15
21,64,32,1,2,GoogleNet,inception_4b_1x1,21602,124580.68098048,160
22,32,32,2,2,GoogleNet,inception_4b_3x3_reduce,16965,89763.35070707201,16
23,64,32,1,2,GoogleNet,inception_4b_3x3,27072,187309.213401856,7
24,32,32,2,2,GoogleNet,inception_4b_5x5_reduce,6717,39758.280400064,16
25,64,32,1,2,GoogleNet,inception_4b_5x5,10470,41152.991810880005,2
26,32,32,2,2,GoogleNet,inception_4b_pool_proj,10436,59174.469231104,16
27,32,32,2,2,GoogleNet,inception_4c_1x1,18453,97529.826239488,32
28,32,32,2,2,GoogleNet,inception_4c_3x3_reduce,18453,97529.826239488,32
29,64,32,1,2,GoogleNet,inception_4c_3x3,33580,230926.183069696,8
30,32,32,2,2,GoogleNet,inception_4c_5x5_reduce,6717,39758.280400064,16
31,64,32,1,2,GoogleNet,inception_4c_5x5,10470,41152.991810880005,2
32,32,32,2,2,GoogleNet,inception_4c_pool_proj,10436,59174.469231104,16
33,32,32,2,2,GoogleNet,inception_4d_1x1,16965,89763.35070707201,16
34,64,32,1,2,GoogleNet,inception_4d_3x3_reduce,21602,124580.68098048,160
35,64,32,1,2,GoogleNet,inception_4d_3x3,42789,283317.127686144,9
36,32,32,2,2,GoogleNet,inception_4d_5x5_reduce,7461,43641.518166272,16
37,64,32,1,2,GoogleNet,inception_4d_5x5,12334,47759.86355584,2
38,32,32,2,2,GoogleNet,inception_4d_pool_proj,10436,59174.469231104,16
39,64,32,1,2,GoogleNet,inception_4e_1x1,28607,170929.535383424,4
40,64,32,1,2,GoogleNet,inception_4e_3x3_reduce,21877,128740.43905024,10
41,64,32,1,2,GoogleNet,inception_4e_3x3,51214,335869.9468032,10
42,32,32,2,2,GoogleNet,inception_4e_5x5_reduce,7624,45058.505914112,14
43,32,32,2,2,GoogleNet,inception_4e_5x5,20482,100247.14219136,4
44,32,32,2,2,GoogleNet,inception_4e_pool_proj,18986,100408.194530048,28
45,64,32,1,2,GoogleNet,inception_5a_1x1,15827,86644.739438976,104
46,64,32,1,2,GoogleNet,inception_5a_3x3_reduce,10576,57267.5929632,65
47,64,32,1,2,GoogleNet,inception_5a_3x3,26781,154196.3294192,10
48,64,32,1,2,GoogleNet,inception_5a_5x5_reduce,4211,18098.064328832003,13
49,32,32,2,2,GoogleNet,inception_5a_5x5,7393,44629.067484160005,4
50,32,32,2,2,GoogleNet,inception_5a_pool_proj,9406,54248.693615616,104
51,64,32,1,2,GoogleNet,inception_5b_1x1,22829,125814.268073344,12
52,64,32,1,2,GoogleNet,inception_5b_3x3_reduce,12326,67059.975121792,6
53,64,32,1,2,GoogleNet,inception_5b_3x3,37079,214401.405288576,9
54,64,32,1,2,GoogleNet,inception_5b_5x5_reduce,5723,23734.590669248,13
55,64,32,1,2,GoogleNet,inception_5b_5x5,9368,55843.73140624,96
56,32,32,2,2,GoogleNet,inception_5b_pool_proj,9406,54248.693615616,104
57,32,64,1,2,GoogleNet,fc,46169,239493.99830344,512
58,64,32,1,2,RESNET-50,conv1,295415,1723056.101159078,28
59,64,32,1,2,RESNET-50,conv2_1_a,80914,385410.277261312,28
60,64,32,1,2,RESNET-50,conv2_1_b,85022,552630.197789184,14
61,64,32,1,2,RESNET-50,conv2_1_c,296743,1418972.572377088,56
62,64,32,1,2,RESNET-50,conv2_2_a,108373,566258.7816099841,56
63,64,32,1,2,RESNET-50,conv2_2_b,85022,552630.197789184,14
64,64,32,1,2,RESNET-50,conv2_2_c,296743,1418972.572377088,56
65,64,32,1,2,RESNET-50,conv2_3_a,108373,566258.7816099841,56
66,64,32,1,2,RESNET-50,conv2_3_b,85022,552630.197789184,14
67,64,32,1,2,RESNET-50,conv2_3_c,296743,1418972.572377088,56
68,64,32,1,2,RESNET-50,conv3_1_a,46316,260879.618256896,12544
69,64,32,1,2,RESNET-50,conv3_1_b,61712,447961.873272832,28
70,64,32,1,2,RESNET-50,conv3_1_c,150935,758319.393386496,112
71,64,32,1,2,RESNET-50,conv3_2_a,56750,331993.142808576,224
72,64,32,1,2,RESNET-50,conv3_2_b,61712,447961.873272832,28
73,64,32,1,2,RESNET-50,conv3_2_c,150935,758319.393386496,112
74,64,32,1,2,RESNET-50,conv3_3_a,56750,331993.142808576,224
75,64,32,1,2,RESNET-50,conv3_3_b,61712,447961.873272832,28
76,64,32,1,2,RESNET-50,conv3_3_c,150935,758319.393386496,112
77,64,32,1,2,RESNET-50,conv3_4_a,56750,331993.142808576,224
78,64,32,1,2,RESNET-50,conv3_4_b,61712,447961.873272832,28
79,64,32,1,2,RESNET-50,conv3_4_c,150935,758319.393386496,112
80,64,32,1,2,RESNET-50,conv4_1_a,28284,178924.15522201598,12544
81,64,32,1,2,RESNET-50,conv4_1_b,64916,380575.612987392,8
82,64,32,1,2,RESNET-50,conv4_1_c,85720,462417.027274752,32
83,64,32,1,2,RESNET-50,conv4_2_a,47597,290143.414208512,4
84,64,32,1,2,RESNET-50,conv4_2_b,64916,380575.612987392,8
85,64,32,1,2,RESNET-50,conv4_2_c,85720,462417.027274752,32
86,64,32,1,2,RESNET-50,conv4_3_a,47597,290143.414208512,4
87,64,32,1,2,RESNET-50,conv4_3_b,64916,380575.612987392,8
88,64,32,1,2,RESNET-50,conv4_3_c,85720,462417.027274752,32
89,64,32,1,2,RESNET-50,conv4_4_a,47597,290143.414208512,4
90,64,32,1,2,RESNET-50,conv4_4_b,64916,380575.612987392,8
91,64,32,1,2,RESNET-50,conv4_4_c,85720,462417.027274752,32
92,64,32,1,2,RESNET-50,conv4_5_a,47597,290143.414208512,4
93,64,32,1,2,RESNET-50,conv4_5_b,64916,380575.612987392,8
94,64,32,1,2,RESNET-50,conv4_5_c,85720,462417.027274752,32
95,64,32,1,2,RESNET-50,conv4_6_a,47597,290143.414208512,4
96,64,32,1,2,RESNET-50,conv4_6_b,64916,380575.612987392,8
97,64,32,1,2,RESNET-50,conv4_6_c,85720,462417.027274752,32
98,64,32,1,2,RESNET-50,conv5_1_a,34646,207127.585504256,12544
99,64,32,1,2,RESNET-50,conv5_1_b,116268,805246.198857728,2048
100,64,32,1,2,RESNET-50,conv5_1_c,83866,453300.973390848,64
101,64,32,1,2,RESNET-50,conv5_2_a,60320,346719.410746368,256
102,64,32,1,2,RESNET-50,conv5_2_b,116268,805246.198857728,2048
103,64,32,1,2,RESNET-50,conv5_2_c,83866,453300.973390848,64
104,64,32,1,2,RESNET-50,conv5_3_a,60320,346719.410746368,256
105,64,32,1,2,RESNET-50,conv5_3_b,116268,805246.198857728,2048
106,64,32,1,2,RESNET-50,conv5_3_c,83866,453300.973390848,64
107,64,32,1,2,MobileNet-v1,conv1,150528,743003.585030454,14
108,32,32,2,2,MobileNet-v1,conv2-dw,363168,1156958.172224448,32
109,32,64,1,2,MobileNet-v1,conv3,305073,1425391.2667422718,28
110,32,32,2,2,MobileNet-v1,conv4-dw,209024,703430.135423616,64
111,64,32,1,2,MobileNet-v1,conv5,152857,759058.217009152,56
112,32,32,2,2,MobileNet-v1,conv6-dw,364288,1161679.662481152,128
113,64,32,1,2,MobileNet-v1,conv7,162193,809586.769772544,28
114,32,32,2,2,MobileNet-v1,conv8-dw,105216,354128.6996574721,128
115,64,32,1,2,MobileNet-v1,conv9,77711,389382.074748928,112
116,32,32,2,2,MobileNet-v1,conv10-dw,183552,585901.792587264,256
117,64,32,1,2,MobileNet-v1,conv11,83660,453902.295334912,448
118,32,32,2,2,MobileNet-v1,conv12-dw,53504,179701.10413670403,256
119,64,32,1,2,MobileNet-v1,conv13,43982,236319.70266521603,16
120,32,32,2,2,MobileNet-v1,conv14-dw,93696,298693.799820288,512
121,64,32,1,2,MobileNet-v1,conv15,52082,310085.899026432,8
122,32,32,2,2,MobileNet-v1,conv16-dw,93696,298693.799820288,512
123,64,32,1,2,MobileNet-v1,conv17,52082,310085.899026432,8
124,32,32,2,2,MobileNet-v1,conv18-dw,93696,298693.799820288,512
125,64,32,1,2,MobileNet-v1,conv19,52082,310085.899026432,8
126,32,32,2,2,MobileNet-v1,conv20-dw,93696,298693.799820288,512
127,64,32,1,2,MobileNet-v1,conv21,52082,310085.899026432,8
128,32,32,2,2,MobileNet-v1,conv22-dw,93696,298693.799820288,512
129,64,32,1,2,MobileNet-v1,conv23,52082,310085.899026432,8
130,32,32,2,2,MobileNet-v1,conv24-dw,31744,105622.534775808,512
131,64,32,1,2,MobileNet-v1,conv25,42494,229206.081209344,4
132,32,32,2,2,MobileNet-v1,conv26-dw,56320,177448.635979776,1024
133,64,32,1,2,MobileNet-v1,conv27,67047,377135.409266688,16
134,64,32,1,2,MobileNet-v1,fc29,4723,21195.455225800004,16
135,64,32,1,2,AlexNet,conv1,115586,686883.3548501581,21
136,64,32,1,2,AlexNet,pool1,44524,295850.751372864,21
137,64,32,1,2,AlexNet,conv2,237513,1099654.93597728,8
138,64,32,1,2,AlexNet,pool2,61788,409059.60356403206,8
139,64,32,1,2,AlexNet,conv3,80812,511261.314809088,12
140,64,32,1,2,AlexNet,conv4,118889,714331.6229176321,36
141,64,32,1,2,AlexNet,conv5,82385,482088.51832908805,24
